0,820,50,50,1
0,820,50,50,1
50,820,50,50,1
50,820,50,50,1
100,820,50,50,1
100,820,50,50,1
150,820,50,50,1
150,820,50,50,1
200,820,50,50,1
200,820,50,50,1
250,820,50,50,1
250,820,50,50,1
300,820,50,50,1
300,820,50,50,1
340,820,50,50,1
340,820,50,50,1
390,820,50,50,1
390,820,50,50,1
440,820,50,50,1
440,820,50,50,1
490,820,50,50,1
490,820,50,50,1
540,820,50,50,1
540,820,50,50,1
590,820,50,50,1
590,820,50,50,1
590,820,50,50,1
590,820,50,50,1
640,820,50,50,1
640,820,50,50,1
690,820,50,50,1
690,820,50,50,1
740,820,50,50,1
740,820,50,50,1
840,820,50,50,1
840,820,50,50,1
840,820,50,50,1
840,820,50,50,1
790,820,50,50,1
790,820,50,50,1
890,820,50,50,1
890,820,50,50,1
940,820,50,50,1
940,820,50,50,1
940,820,50,50,1
940,820,50,50,1
990,820,50,50,1
990,820,50,50,1
1040,820,50,50,1
1040,820,50,50,1
1090,820,50,50,1
1090,820,50,50,1
1090,820,50,50,1
1090,820,50,50,1
1140,820,50,50,1
1140,820,50,50,1
1190,820,50,50,1
1190,820,50,50,1
1190,820,50,50,1
1190,820,50,50,1
1240,820,50,50,1
1240,820,50,50,1
1240,820,50,50,1
1240,820,50,50,1
1290,820,50,50,1
1290,820,50,50,1
1290,820,50,50,1
1290,820,50,50,1
1340,820,50,50,1
1340,820,50,50,1
1340,820,50,50,1
1340,820,50,50,1
1390,820,50,50,1
1390,820,50,50,1
1440,820,50,50,1
1440,820,50,50,1
1440,820,50,50,1
1440,820,50,50,1
1440,820,50,50,1
1440,820,50,50,1
1490,820,50,50,1
1490,820,50,50,1
1540,820,50,50,1
1540,820,50,50,1
1540,820,50,50,1
1540,820,50,50,1
1590,820,50,50,1
1590,820,50,50,1
1590,820,50,50,1
1590,820,50,50,1
1640,820,50,50,1
1640,820,50,50,1
1690,820,50,50,1
1690,820,50,50,1
1690,820,50,50,1
1690,820,50,50,1
1740,820,50,50,1
1740,820,50,50,1
1740,820,50,50,1
1740,820,50,50,1
1790,820,50,50,1
1790,820,50,50,1
1840,820,50,50,1
1840,820,50,50,1
1840,820,50,50,1
1840,820,50,50,1
1890,820,50,50,1
1890,820,50,50,1
1940,820,50,50,1
1940,820,50,50,1
1940,820,50,50,1
1940,820,50,50,1
1990,820,50,50,1
1990,820,50,50,1
1990,820,50,50,1
1990,820,50,50,1
2040,820,50,50,1
2040,820,50,50,1
2090,820,50,50,1
2090,820,50,50,1
2090,820,50,50,1
2090,820,50,50,1
2140,820,50,50,1
2140,820,50,50,1
2190,820,50,50,1
2190,820,50,50,1
2240,820,50,50,1
2240,820,50,50,1
2240,820,50,50,1
2240,820,50,50,1
2290,820,50,50,1
2290,820,50,50,1
2340,820,50,50,1
2340,820,50,50,1
2340,820,50,50,1
2340,820,50,50,1
2390,820,50,50,1
2390,820,50,50,1
2440,820,50,50,1
2440,820,50,50,1
2440,820,50,50,1
2440,820,50,50,1
2490,820,50,50,1
2490,820,50,50,1
2540,820,50,50,1
2540,820,50,50,1
2590,820,50,50,1
2590,820,50,50,1
2640,820,50,50,1
2640,820,50,50,1
2640,870,50,50,1
2640,870,50,50,1
2640,920,50,50,1
2640,920,50,50,1
2590,820,50,50,1
2590,820,50,50,1
2640,960,50,50,1
2640,960,50,50,1
2690,960,50,50,1
2690,960,50,50,1
2740,960,50,50,1
2740,960,50,50,1
2790,960,50,50,1
2790,960,50,50,1
2790,960,50,50,1
2790,960,50,50,1
2840,960,50,50,1
2840,960,50,50,1
2840,960,50,50,1
2840,960,50,50,1
2890,960,50,50,1
2890,960,50,50,1
2940,960,50,50,1
2940,960,50,50,1
2940,960,50,50,1
2940,960,50,50,1
2990,960,50,50,1
2990,960,50,50,1
3040,960,50,50,1
3040,960,50,50,1
3040,960,50,50,1
3040,960,50,50,1
3090,960,50,50,1
3090,960,50,50,1
3140,960,50,50,1
3140,960,50,50,1
3190,960,50,50,1
3190,960,50,50,1
3190,960,50,50,1
3190,960,50,50,1
3240,960,50,50,1
3240,960,50,50,1
3240,960,50,50,1
3240,960,50,50,1
3290,960,50,50,1
3290,960,50,50,1
3340,960,50,50,1
3340,960,50,50,1
3390,960,50,50,1
3390,960,50,50,1
3390,960,50,50,1
3390,960,50,50,1
3440,960,50,50,1
3440,960,50,50,1
3440,960,50,50,1
3440,960,50,50,1
3490,960,50,50,1
3490,960,50,50,1
3540,960,50,50,1
3540,960,50,50,1
3590,960,50,50,1
3590,960,50,50,1
3640,960,50,50,1
3640,960,50,50,1
3690,960,50,50,1
3690,960,50,50,1
3690,960,50,50,1
3690,960,50,50,1
3740,960,50,50,1
3740,960,50,50,1
3790,960,50,50,1
3790,960,50,50,1
3840,960,50,50,1
3840,960,50,50,1
3890,960,50,50,1
3890,960,50,50,1
3890,960,50,50,1
3890,960,50,50,1
3940,960,50,50,1
3940,960,50,50,1
3990,960,50,50,1
3990,960,50,50,1
4040,960,50,50,1
4040,960,50,50,1
4090,960,50,50,1
4090,960,50,50,1
4190,960,50,50,1
4190,960,50,50,1
4140,960,50,50,1
4140,960,50,50,1
4240,960,50,50,1
4240,960,50,50,1
4290,960,50,50,1
4290,960,50,50,1
4340,960,50,50,1
4340,960,50,50,1
4390,960,50,50,1
4390,960,50,50,1
4440,960,50,50,1
4440,960,50,50,1
4490,960,50,50,1
4490,960,50,50,1
4540,960,50,50,1
4540,960,50,50,1
4590,960,50,50,1
4590,960,50,50,1
4620,960,50,50,1
4620,960,50,50,1
4660,960,50,50,1
4660,960,50,50,1
4710,960,50,50,1
4710,960,50,50,1
4710,960,50,50,1
4710,960,50,50,1
4760,960,50,50,1
4760,960,50,50,1
4860,960,50,50,1
4860,960,50,50,1
4810,960,50,50,1
4810,960,50,50,1
4860,960,50,50,1
4860,960,50,50,1
4910,960,50,50,1
4910,960,50,50,1
4960,960,50,50,1
4960,960,50,50,1
5010,960,50,50,1
5010,960,50,50,1
5060,960,50,50,1
5060,960,50,50,1
5110,960,50,50,1
5110,960,50,50,1
5110,960,50,50,1
5110,960,50,50,1
5160,960,50,50,1
5160,960,50,50,1
5210,960,50,50,1
5210,960,50,50,1
5260,960,50,50,1
5260,960,50,50,1
5310,960,50,50,1
5310,960,50,50,1
5360,960,50,50,1
5360,960,50,50,1
5410,960,50,50,1
5410,960,50,50,1
5460,960,50,50,1
5460,960,50,50,1
5510,960,50,50,1
5510,960,50,50,1
5560,960,50,50,1
5560,960,50,50,1
5610,960,50,50,1
5610,960,50,50,1
5660,960,50,50,1
5660,960,50,50,1
5710,960,50,50,1
5710,960,50,50,1
5760,960,50,50,1
5760,960,50,50,1
5810,960,50,50,1
5810,960,50,50,1
5860,960,50,50,1
5860,960,50,50,1
5910,960,50,50,1
5910,960,50,50,1
5960,960,50,50,1
5960,960,50,50,1
6010,960,50,50,1
6010,960,50,50,1
6060,960,50,50,1
6060,960,50,50,1
6110,960,50,50,1
6110,960,50,50,1
6160,960,50,50,1
6160,960,50,50,1
6210,960,50,50,1
6210,960,50,50,1
6260,960,50,50,1
6260,960,50,50,1
6310,960,50,50,1
6310,960,50,50,1
6360,960,50,50,1
6360,960,50,50,1
6410,960,50,50,1
6410,960,50,50,1
6460,960,50,50,1
6460,960,50,50,1
6510,960,50,50,1
6510,960,50,50,1
6560,960,50,50,1
6560,960,50,50,1
6610,960,50,50,1
6610,960,50,50,1
6660,960,50,50,1
6660,960,50,50,1
6710,960,50,50,1
6710,960,50,50,1
6760,960,50,50,1
6760,960,50,50,1
6810,960,50,50,1
6810,960,50,50,1
6860,960,50,50,1
6860,960,50,50,1
6910,960,50,50,1
6910,960,50,50,1
6960,960,50,50,1
6960,960,50,50,1
7010,960,50,50,1
7010,960,50,50,1
7060,960,50,50,1
7060,960,50,50,1
7110,960,50,50,1
7110,960,50,50,1
7160,960,50,50,1
7160,960,50,50,1
7190,960,50,50,1
7190,960,50,50,1
3425,790,50,50,0
3470,790,50,50,0
3575,790,50,50,0
3520,790,50,50,0
3520,790,50,50,0
3540,790,50,50,0
3540,790,50,50,0
3610,790,50,50,0
3610,790,50,50,0
3630,790,50,50,0
3630,790,50,50,0
3880,640,50,50,0
3880,640,50,50,0
3930,640,50,50,0
3930,640,50,50,0
3830,640,50,50,0
3830,640,50,50,0
3780,640,50,50,0
3780,640,50,50,0
3730,640,50,50,0
3730,640,50,50,0
3980,640,50,50,0
3980,640,50,50,0
4030,640,50,50,0
4030,640,50,50,0
4080,640,50,50,0
4080,640,50,50,0
4080,640,50,50,0
4080,640,50,50,0
